"","participant","domain","Obj1","Obj2","Obj3","Obj4","Obj5","subset"
"632",20,12,"e","c","-","-","-","ce"
"633",20,29,"c","e","-","-","-","ce"
"634",20,11,"c","b","d","-","-","bcd"
"635",20,17,"a","d","c","e","b","abcde"
"636",20,16,"e","a","-","-","-","ae"
"637",20,27,"e","d","-","-","-","de"
"638",20,19,"a","e","b","c","-","abce"
"639",20,18,"a","c","-","-","-","ac"
"640",20,8,"b","d","a","-","-","abd"
"641",21,9,"a","d","-","-","-","ad"
"642",21,29,"d","e","-","-","-","de"
"643",21,22,"c","b","e","d","-","bcde"
"644",21,20,"e","d","a","b","-","abde"
"645",21,4,"e","d","c","-","-","cde"
"646",21,2,"c","b","d","e","-","bcde"
"647",21,15,"e","a","b","-","-","abe"
"648",21,23,"c","a","-","-","-","ac"
"649",21,16,"c","e","a","-","-","ace"
"650",21,19,"b","d","-","-","-","bd"
"651",21,7,"c","d","e","a","-","acde"
"652",21,11,"e","d","-","-","-","de"
"653",21,32,"a","c","-","-","-","ac"
"654",21,24,"d","e","-","-","-","de"
"655",21,14,"e","a","-","-","-","ae"
"656",21,6,"c","d","b","e","-","bcde"
"657",21,30,"e","c","d","-","-","cde"
"658",21,5,"d","a","e","c","-","acde"
"659",21,26,"c","b","a","-","-","abc"
"660",21,12,"e","b","c","-","-","bce"
"661",21,13,"b","d","e","-","-","bde"
"662",21,10,"e","d","c","-","-","cde"
"663",21,31,"c","a","d","-","-","acd"
"664",21,3,"b","e","-","-","-","be"
"665",21,27,"b","c","-","-","-","bc"
"666",21,18,"c","b","a","-","-","abc"
"667",21,25,"a","d","c","-","-","acd"
"668",21,17,"a","d","e","-","-","ade"
"669",21,21,"d","c","e","-","-","cde"
"670",21,8,"c","d","-","-","-","cd"
"671",21,1,"a","b","-","-","-","ab"
"672",21,28,"e","d","b","-","-","bde"
"673",22,13,"d","a","b","-","-","abd"
"674",22,20,"d","c","b","-","-","bcd"
"675",22,28,"a","c","d","-","-","acd"
"676",22,9,"c","a","e","-","-","ace"
"677",22,25,"a","c","-","-","-","ac"
"678",22,22,"e","a","b","c","-","abce"
"679",22,30,"c","a","-","-","-","ac"
"680",22,2,"d","b","-","-","-","bd"
"681",22,4,"e","c","-","-","-","ce"
"682",22,1,"c","d","b","-","-","bcd"
"683",22,8,"e","b","-","-","-","be"
"684",22,14,"a","c","e","-","-","ace"
"685",22,15,"c","a","-","-","-","ac"
"686",22,3,"e","a","b","-","-","abe"
"687",22,17,"e","d","a","-","-","ade"
"688",22,11,"e","d","-","-","-","de"
"689",22,12,"b","c","e","d","-","bcde"
"690",22,31,"b","a","e","c","-","abce"
"691",22,19,"d","a","c","-","-","acd"
"692",22,5,"e","a","-","-","-","ae"
"693",22,10,"d","b","-","-","-","bd"
"694",22,21,"d","a","e","-","-","ade"
"695",22,24,"a","d","-","-","-","ad"
"696",22,7,"e","d","-","-","-","de"
"697",22,23,"e","d","a","-","-","ade"
"698",22,32,"b","d","a","-","-","abd"
"699",22,18,"c","b","a","d","-","abcd"
"700",22,6,"e","d","-","-","-","de"
"701",22,27,"d","b","e","-","-","bde"
"702",22,16,"e","a","b","-","-","abe"
"703",22,29,"c","e","a","b","-","abce"
"704",22,26,"a","c","d","-","-","acd"
"705",23,20,"c","d","a","b","-","abcd"
"706",23,7,"e","d","-","-","-","de"
"707",23,22,"e","d","-","-","-","de"
"708",23,26,"e","a","-","-","-","ae"
"709",23,32,"a","b","-","-","-","ab"
"710",23,2,"a","e","d","-","-","ade"
"711",23,15,"d","a","b","-","-","abd"
"712",23,27,"a","e","c","-","-","ace"
"713",23,21,"d","b","c","-","-","bcd"
"714",23,17,"d","c","a","-","-","acd"
"715",23,24,"d","c","a","e","-","acde"
"716",23,28,"d","e","b","a","c","abcde"
"717",23,25,"d","b","a","c","-","abcd"
"718",23,13,"d","c","-","-","-","cd"
"719",23,19,"d","c","b","-","-","bcd"
"720",23,30,"a","d","e","-","-","ade"
"721",23,9,"a","b","d","-","-","abd"
"722",23,16,"b","d","c","a","-","abcd"
"723",23,31,"d","a","-","-","-","ad"
"724",23,4,"c","b","-","-","-","bc"
"725",23,11,"b","c","-","-","-","bc"
"726",23,12,"d","b","c","e","-","bcde"
"727",23,3,"b","e","-","-","-","be"
"728",23,18,"c","d","b","-","-","bcd"
"729",23,10,"c","b","d","-","-","bcd"
"730",23,6,"c","a","-","-","-","ac"
"731",23,23,"c","d","e","-","-","cde"
"732",23,29,"b","c","d","e","-","bcde"
"733",23,14,"d","b","-","-","-","bd"
"734",23,8,"e","a","-","-","-","ae"
"735",23,1,"b","e","-","-","-","be"
"736",23,5,"b","e","d","-","-","bde"
"737",24,6,"b","c","-","-","-","bc"
"738",24,17,"b","e","d","a","-","abde"
"739",24,16,"d","a","-","-","-","ad"
"740",24,1,"c","a","b","-","-","abc"
"741",24,28,"e","d","b","-","-","bde"
"742",24,26,"c","e","b","a","-","abce"
"743",24,24,"a","b","c","d","-","abcd"
"744",24,27,"a","d","b","-","-","abd"
"745",24,3,"b","e","-","-","-","be"
"746",24,8,"a","e","c","-","-","ace"
"747",24,22,"e","d","-","-","-","de"
"748",24,18,"a","d","b","-","-","abd"
"749",24,13,"e","c","b","-","-","bce"
"750",24,20,"b","a","-","-","-","ab"
"751",24,7,"d","a","c","b","-","abcd"
"752",24,15,"b","e","-","-","-","be"
"753",24,30,"a","e","c","-","-","ace"
"754",24,9,"e","c","-","-","-","ce"
"755",24,19,"d","c","-","-","-","cd"
"756",24,5,"d","c","a","-","-","acd"
"757",24,29,"a","d","e","-","-","ade"
"758",24,23,"c","e","d","-","-","cde"
"759",24,25,"a","c","-","-","-","ac"
"760",24,10,"e","d","-","-","-","de"
"761",24,12,"e","a","b","d","-","abde"
"762",24,4,"c","a","-","-","-","ac"
"763",24,14,"b","d","c","-","-","bcd"
"764",24,2,"e","d","-","-","-","de"
"765",24,32,"c","d","b","-","-","bcd"
"766",24,21,"e","a","b","-","-","abe"
"767",24,31,"d","e","c","b","-","bcde"
"768",24,11,"c","e","-","-","-","ce"
"769",25,20,"b","c","-","-","-","bc"
"770",25,8,"d","c","-","-","-","cd"
"771",25,25,"c","d","b","a","e","abcde"
"772",25,11,"d","a","c","-","-","acd"
"773",25,12,"c","d","b","-","-","bcd"
"774",25,23,"c","e","d","a","b","abcde"
"775",25,2,"a","c","e","b","-","abce"
"776",25,24,"e","b","a","-","-","abe"
"777",25,14,"e","d","a","b","-","abde"
"778",25,31,"a","d","-","-","-","ad"
"779",25,6,"d","b","-","-","-","bd"
"780",25,7,"e","c","d","b","-","bcde"
"781",25,16,"d","e","-","-","-","de"
"782",25,17,"e","d","b","-","-","bde"
"783",25,10,"c","e","b","-","-","bce"
"784",25,13,"b","e","-","-","-","be"
"785",25,19,"e","d","-","-","-","de"
"786",25,29,"d","a","e","-","-","ade"
"787",25,32,"c","b","a","e","-","abce"
"788",25,28,"e","c","-","-","-","ce"
"789",25,9,"b","d","a","-","-","abd"
"790",25,30,"d","e","c","-","-","cde"
"791",25,26,"c","e","b","-","-","bce"
"792",25,21,"a","c","e","b","d","abcde"
"793",25,15,"a","c","-","-","-","ac"
"794",25,3,"c","a","-","-","-","ac"
"795",25,27,"e","d","-","-","-","de"
"796",25,4,"e","b","-","-","-","be"
"797",25,18,"b","a","-","-","-","ab"
"798",25,1,"a","b","e","-","-","abe"
"799",25,22,"e","c","-","-","-","ce"
"800",25,5,"a","b","d","e","-","abde"
"801",26,21,"e","d","b","-","-","bde"
"802",26,30,"e","a","-","-","-","ae"
"803",26,19,"d","e","-","-","-","de"
"804",26,5,"a","d","-","-","-","ad"
"805",26,25,"c","d","e","-","-","cde"
"806",26,17,"e","d","b","-","-","bde"
"807",26,32,"d","b","c","a","-","abcd"
"808",26,1,"b","c","-","-","-","bc"
"809",26,31,"b","e","a","-","-","abe"
"810",26,12,"a","d","-","-","-","ad"
"811",26,7,"a","c","e","-","-","ace"
"812",26,23,"e","d","c","-","-","cde"
"813",26,20,"e","c","b","-","-","bce"
"814",26,24,"c","d","b","-","-","bcd"
"815",26,15,"d","b","a","c","-","abcd"
"816",26,14,"e","d","c","-","-","cde"
"817",26,3,"a","b","d","-","-","abd"
"818",26,8,"b","a","-","-","-","ab"
"819",26,27,"d","e","b","-","-","bde"
"820",26,22,"a","c","d","-","-","acd"
"821",26,4,"c","a","d","-","-","acd"
"822",26,28,"b","e","a","-","-","abe"
"823",26,9,"c","a","d","-","-","acd"
"824",26,29,"b","d","a","-","-","abd"
"825",26,10,"d","e","-","-","-","de"
"826",26,6,"a","d","e","-","-","ade"
"827",26,13,"a","b","d","e","-","abde"
"828",26,16,"b","e","c","-","-","bce"
"829",26,2,"c","d","-","-","-","cd"
"830",26,18,"d","c","-","-","-","cd"
"831",26,26,"a","c","e","-","-","ace"
"832",26,11,"d","e","b","a","-","abde"
"833",27,25,"d","e","b","-","-","bde"
"834",27,31,"d","c","a","-","-","acd"
"835",27,13,"b","e","-","-","-","be"
"836",27,11,"d","c","a","-","-","acd"
"837",27,15,"b","a","e","-","-","abe"
"838",27,4,"e","c","-","-","-","ce"
"839",27,21,"d","e","b","-","-","bde"
"840",27,23,"a","d","b","-","-","abd"
"841",27,5,"b","c","-","-","-","bc"
"842",27,3,"a","e","-","-","-","ae"
"843",27,26,"e","a","b","-","-","abe"
"844",27,30,"d","b","-","-","-","bd"
"845",27,6,"e","d","c","-","-","cde"
"846",27,17,"b","e","c","d","-","bcde"
"847",27,22,"e","b","c","-","-","bce"
"848",27,20,"d","b","-","-","-","bd"
"849",27,27,"a","e","b","-","-","abe"
"850",27,28,"d","c","-","-","-","cd"
"851",27,8,"e","c","d","-","-","cde"
"852",27,19,"b","a","-","-","-","ab"
"853",27,7,"c","a","e","d","-","acde"
"854",27,24,"b","c","d","-","-","bcd"
"855",27,9,"e","a","-","-","-","ae"
"856",27,32,"d","e","b","a","-","abde"
"857",27,2,"a","d","-","-","-","ad"
"858",27,1,"c","e","a","-","-","ace"
"859",27,16,"e","c","b","-","-","bce"
"860",27,18,"d","b","c","-","-","bcd"
"861",27,12,"c","d","a","b","-","abcd"
"862",27,10,"b","d","a","-","-","abd"
"863",27,14,"e","b","c","d","-","bcde"
"864",27,29,"a","d","e","-","-","ade"
"865",28,29,"e","d","-","-","-","de"
"866",28,27,"c","e","b","a","d","abcde"
"867",28,15,"c","a","e","b","-","abce"
"868",28,11,"c","a","-","-","-","ac"
"869",28,16,"d","e","-","-","-","de"
"870",28,2,"e","d","-","-","-","de"
"871",28,10,"c","e","-","-","-","ce"
"872",28,31,"d","e","-","-","-","de"
"873",28,12,"a","e","c","-","-","ace"
"874",28,7,"b","e","d","-","-","bde"
"875",28,17,"e","d","c","-","-","cde"
"876",28,6,"a","e","-","-","-","ae"
"877",28,24,"e","b","a","-","-","abe"
"878",28,30,"e","c","d","-","-","cde"
"879",28,9,"c","b","d","-","-","bcd"
"880",28,32,"c","a","b","-","-","abc"
"881",28,20,"c","a","d","-","-","acd"
"882",28,28,"c","d","e","a","-","acde"
"883",28,26,"b","d","-","-","-","bd"
"884",28,14,"d","a","c","b","-","abcd"
"885",28,13,"a","c","-","-","-","ac"
"886",28,21,"c","b","e","-","-","bce"
"887",28,23,"e","a","b","-","-","abe"
"888",28,4,"a","d","c","e","-","acde"
"889",28,22,"c","b","-","-","-","bc"
"890",28,3,"b","c","e","-","-","bce"
"891",28,5,"b","d","a","-","-","abd"
"892",28,18,"d","b","-","-","-","bd"
"893",28,25,"b","d","a","-","-","abd"
"894",28,1,"a","b","-","-","-","ab"
"895",28,19,"a","b","-","-","-","ab"
"896",28,8,"b","c","a","-","-","abc"
"897",29,20,"e","c","a","d","-","acde"
"898",29,30,"e","c","-","-","-","ce"
"899",29,29,"d","e","c","-","-","cde"
"900",29,24,"a","c","e","-","-","ace"
"901",29,22,"e","d","c","a","-","acde"
"902",29,4,"e","c","-","-","-","ce"
"903",29,12,"b","d","a","-","-","abd"
"904",29,11,"b","d","a","-","-","abd"
"905",29,13,"a","b","d","-","-","abd"
"906",29,26,"a","c","e","-","-","ace"
"907",29,8,"a","d","c","e","-","acde"
"908",29,7,"e","c","-","-","-","ce"
"909",29,31,"d","e","-","-","-","de"
"910",29,28,"a","c","-","-","-","ac"
"911",29,21,"e","a","c","-","-","ace"
"912",29,6,"a","d","c","-","-","acd"
"913",29,10,"b","d","c","e","a","abcde"
"914",29,17,"b","d","a","-","-","abd"
"915",29,2,"b","c","e","-","-","bce"
"916",29,5,"e","d","-","-","-","de"
"917",29,14,"d","b","-","-","-","bd"
"918",29,18,"b","d","a","-","-","abd"
"919",29,15,"c","b","-","-","-","bc"
"920",29,25,"c","e","-","-","-","ce"
"921",29,9,"c","e","d","-","-","cde"
"922",29,16,"e","b","-","-","-","be"
"923",29,3,"b","a","e","d","-","abde"
"924",29,27,"e","d","c","-","-","cde"
"925",29,1,"c","e","-","-","-","ce"
"926",29,23,"b","d","e","a","c","abcde"
"927",29,32,"b","e","-","-","-","be"
"928",29,19,"e","c","-","-","-","ce"
"929",30,24,"c","d","-","-","-","cd"
"930",30,2,"b","e","-","-","-","be"
"931",30,18,"a","b","-","-","-","ab"
"932",30,8,"e","d","a","-","-","ade"
"933",30,12,"c","e","-","-","-","ce"
"934",30,30,"d","a","c","-","-","acd"
"935",30,5,"a","e","d","-","-","ade"
"936",30,20,"e","d","c","a","-","acde"
"937",30,23,"d","c","-","-","-","cd"
"938",30,15,"b","a","-","-","-","ab"
"939",30,16,"d","c","-","-","-","cd"
"940",30,9,"d","c","-","-","-","cd"
"941",30,13,"b","e","a","-","-","abe"
"942",30,10,"a","e","c","-","-","ace"
"943",30,7,"b","d","-","-","-","bd"
"944",30,27,"b","c","-","-","-","bc"
"945",30,14,"a","e","c","-","-","ace"
"946",30,26,"e","c","-","-","-","ce"
"947",30,25,"b","c","-","-","-","bc"
"948",30,19,"e","d","b","-","-","bde"
"949",30,32,"a","d","b","-","-","abd"
"950",30,17,"c","e","-","-","-","ce"
"951",30,31,"b","c","d","-","-","bcd"
"952",30,29,"c","e","-","-","-","ce"
"953",30,3,"c","e","-","-","-","ce"
"954",30,22,"e","b","-","-","-","be"
"955",30,4,"b","d","-","-","-","bd"
"956",30,6,"c","e","a","-","-","ace"
"957",30,11,"b","a","d","-","-","abd"
"958",30,1,"a","c","b","d","-","abcd"
"959",30,21,"b","a","d","-","-","abd"
"960",30,28,"e","a","-","-","-","ae"
"961",31,25,"e","d","c","-","-","cde"
"962",31,14,"e","b","c","-","-","bce"
"963",31,6,"a","d","-","-","-","ad"
"964",31,1,"a","e","-","-","-","ae"
"965",31,29,"c","d","a","e","-","acde"
"966",31,31,"e","a","b","-","-","abe"
"967",31,13,"c","e","b","d","-","bcde"
"968",31,21,"a","b","-","-","-","ab"
"969",31,28,"d","b","-","-","-","bd"
"970",31,18,"a","e","d","-","-","ade"
"971",31,26,"c","a","b","e","-","abce"
"972",31,4,"e","b","a","c","d","abcde"
"973",31,22,"e","a","-","-","-","ae"
"974",31,8,"d","c","e","-","-","cde"
"975",31,3,"c","e","a","d","-","acde"
"976",31,15,"a","e","-","-","-","ae"
"977",31,10,"b","c","-","-","-","bc"
"978",31,19,"d","c","a","e","-","acde"
"979",31,32,"d","e","-","-","-","de"
"980",31,24,"a","e","-","-","-","ae"
"981",31,16,"a","b","-","-","-","ab"
"982",31,5,"a","d","c","-","-","acd"
"983",31,2,"a","e","-","-","-","ae"
"984",31,23,"a","e","c","-","-","ace"
"985",31,27,"e","a","d","b","c","abcde"
"986",31,30,"b","a","-","-","-","ab"
"987",31,20,"a","c","d","-","-","acd"
"988",31,7,"c","e","a","b","-","abce"
"989",31,17,"b","a","e","d","-","abde"
"990",31,11,"c","b","-","-","-","bc"
"991",31,12,"c","b","-","-","-","bc"
"992",31,9,"e","c","a","b","-","abce"
"993",32,31,"d","a","c","b","-","abcd"
"994",32,21,"b","c","a","e","-","abce"
"995",32,18,"d","a","c","b","-","abcd"
"996",32,23,"e","d","b","-","-","bde"
"997",32,20,"b","d","c","-","-","bcd"
"998",32,29,"c","d","e","b","-","bcde"
"999",32,28,"e","d","a","c","-","acde"
"1000",32,26,"b","d","c","-","-","bcd"
"1001",32,19,"a","d","e","c","-","acde"
"1002",32,13,"c","d","e","b","-","bcde"
"1003",32,2,"d","c","-","-","-","cd"
"1004",32,22,"b","d","-","-","-","bd"
"1005",32,12,"b","d","-","-","-","bd"
"1006",32,27,"c","b","-","-","-","bc"
"1007",32,25,"d","c","-","-","-","cd"
"1008",32,11,"b","d","-","-","-","bd"
"1009",32,16,"b","a","-","-","-","ab"
"1010",32,32,"d","b","-","-","-","bd"
"1011",32,4,"d","b","c","-","-","bcd"
"1012",32,6,"b","e","d","-","-","bde"
"1013",32,1,"c","e","-","-","-","ce"
"1014",32,24,"a","b","-","-","-","ab"
"1015",32,30,"b","c","a","d","-","abcd"
"1016",32,5,"b","e","-","-","-","be"
"1017",32,10,"a","c","-","-","-","ac"
"1018",32,3,"b","e","a","-","-","abe"
"1019",32,14,"b","a","d","c","-","abcd"
"1020",32,8,"c","e","d","-","-","cde"
"1021",32,9,"c","b","d","a","-","abcd"
"1022",32,7,"e","d","-","-","-","de"
"1023",32,15,"a","e","-","-","-","ae"
"1024",32,17,"a","b","-","-","-","ab"
"1025",33,3,"e","b","d","-","-","bde"
"1026",33,17,"e","c","-","-","-","ce"
"1027",33,7,"c","a","e","d","-","acde"
"1028",33,29,"e","c","b","-","-","bce"
"1029",33,19,"c","e","d","-","-","cde"
"1030",33,26,"b","e","c","-","-","bce"
"1031",33,5,"c","a","e","-","-","ace"
"1032",33,8,"d","a","e","b","-","abde"
"1033",33,21,"b","a","d","-","-","abd"
"1034",33,32,"c","e","b","-","-","bce"
"1035",33,6,"d","b","e","-","-","bde"
"1036",33,24,"b","e","-","-","-","be"
"1037",33,30,"a","c","d","b","e","abcde"
"1038",33,1,"d","b","-","-","-","bd"
"1039",33,23,"d","c","e","a","-","acde"
"1040",33,4,"a","b","-","-","-","ab"
"1041",33,16,"e","d","a","-","-","ade"
"1042",33,22,"d","e","-","-","-","de"
"1043",33,2,"c","b","d","a","-","abcd"
"1044",33,18,"b","e","-","-","-","be"
"1045",33,14,"c","e","b","-","-","bce"
"1046",33,12,"a","b","d","-","-","abd"
"1047",33,15,"a","c","b","-","-","abc"
"1048",33,13,"d","c","b","-","-","bcd"
"1049",33,31,"d","a","-","-","-","ad"
"1050",33,11,"b","c","d","-","-","bcd"
"1051",33,25,"e","b","-","-","-","be"
"1052",33,28,"c","e","d","b","-","bcde"
"1053",33,27,"b","a","d","c","-","abcd"
"1054",33,10,"e","d","c","a","-","acde"
"1055",33,20,"d","e","c","a","-","acde"
"1056",33,9,"d","b","a","-","-","abd"
"1057",34,5,"b","d","c","a","-","abcd"
"1058",34,22,"a","e","c","b","-","abce"
"1059",34,6,"d","e","a","-","-","ade"
"1060",34,15,"a","b","d","-","-","abd"
"1061",34,27,"c","a","-","-","-","ac"
"1062",34,29,"c","e","d","-","-","cde"
"1063",34,19,"e","a","b","c","-","abce"
"1064",34,16,"e","a","b","-","-","abe"
"1065",34,30,"c","b","d","-","-","bcd"
"1066",34,12,"d","e","c","-","-","cde"
"1067",34,7,"d","e","a","-","-","ade"
"1068",34,10,"c","d","e","b","-","bcde"
"1069",34,14,"a","d","e","-","-","ade"
"1070",34,3,"b","c","-","-","-","bc"
"1071",34,2,"c","b","-","-","-","bc"
"1072",34,11,"d","a","-","-","-","ad"
"1073",34,4,"b","e","c","a","-","abce"
"1074",34,32,"d","a","e","-","-","ade"
"1075",34,17,"e","b","a","-","-","abe"
"1076",34,13,"e","a","b","-","-","abe"
"1077",34,18,"c","b","a","-","-","abc"
"1078",34,9,"c","e","a","-","-","ace"
"1079",34,26,"c","d","e","-","-","cde"
"1080",34,31,"b","c","-","-","-","bc"
"1081",34,21,"d","e","b","-","-","bde"
"1082",34,20,"d","e","b","a","-","abde"
"1083",34,8,"e","d","b","-","-","bde"
"1084",34,23,"d","b","-","-","-","bd"
"1085",34,28,"e","d","-","-","-","de"
"1086",34,24,"b","e","a","-","-","abe"
"1087",34,1,"e","a","-","-","-","ae"
"1088",34,25,"b","a","-","-","-","ab"
"1089",35,25,"c","e","-","-","-","ce"
"1090",35,29,"d","a","e","c","-","acde"
"1091",35,8,"e","b","a","-","-","abe"
"1092",35,26,"c","e","d","b","a","abcde"
"1093",35,27,"d","c","b","-","-","bcd"
"1094",35,28,"a","e","b","-","-","abe"
"1095",35,6,"d","e","b","c","-","bcde"
"1096",35,5,"c","a","-","-","-","ac"
"1097",35,13,"c","a","d","-","-","acd"
"1098",35,23,"d","a","-","-","-","ad"
"1099",35,4,"a","b","-","-","-","ab"
"1100",35,7,"d","b","e","-","-","bde"
"1101",35,18,"a","d","-","-","-","ad"
"1102",35,24,"d","e","-","-","-","de"
"1103",35,21,"c","e","b","-","-","bce"
"1104",35,9,"a","d","e","c","-","acde"
"1105",35,16,"d","c","a","-","-","acd"
"1106",35,17,"e","d","-","-","-","de"
"1107",35,3,"e","a","d","c","-","acde"
"1108",35,10,"a","d","-","-","-","ad"
"1109",35,2,"b","d","c","-","-","bcd"
"1110",35,15,"d","a","-","-","-","ad"
"1111",35,14,"e","b","-","-","-","be"
"1112",35,19,"d","b","e","c","-","bcde"
"1113",35,31,"b","e","d","-","-","bde"
"1114",35,30,"a","d","-","-","-","ad"
"1115",35,32,"d","a","-","-","-","ad"
"1116",35,1,"e","d","a","-","-","ade"
"1117",35,20,"c","d","b","e","a","abcde"
"1118",35,12,"c","b","d","-","-","bcd"
"1119",35,22,"c","a","d","-","-","acd"
"1120",35,11,"d","e","-","-","-","de"
"1121",36,10,"b","a","-","-","-","ab"
"1122",36,22,"a","d","b","-","-","abd"
"1123",36,15,"e","a","-","-","-","ae"
"1124",36,13,"b","a","e","d","-","abde"
"1125",36,19,"e","d","-","-","-","de"
"1126",36,27,"d","a","-","-","-","ad"
"1127",36,18,"e","a","d","-","-","ade"
"1128",36,9,"d","b","a","-","-","abd"
"1129",36,3,"c","a","-","-","-","ac"
"1130",36,24,"d","b","-","-","-","bd"
"1131",36,12,"b","a","c","d","-","abcd"
"1132",36,1,"c","b","-","-","-","bc"
"1133",36,7,"e","d","a","c","-","acde"
"1134",36,6,"d","b","-","-","-","bd"
"1135",36,11,"c","a","d","-","-","acd"
"1136",36,8,"a","b","d","c","-","abcd"
"1137",36,2,"e","a","-","-","-","ae"
"1138",36,20,"c","b","-","-","-","bc"
"1139",36,30,"c","a","d","b","-","abcd"
"1140",36,17,"c","d","b","-","-","bcd"
"1141",36,23,"a","d","-","-","-","ad"
"1142",36,32,"d","c","-","-","-","cd"
"1143",36,21,"a","b","e","-","-","abe"
"1144",36,14,"b","c","e","d","-","bcde"
"1145",36,4,"a","d","-","-","-","ad"
"1146",36,28,"c","a","-","-","-","ac"
"1147",36,26,"c","e","a","-","-","ace"
"1148",36,29,"c","a","e","-","-","ace"
"1149",36,16,"b","a","d","-","-","abd"
"1150",36,31,"c","e","a","b","-","abce"
"1151",36,25,"e","a","c","-","-","ace"
"1152",36,5,"b","c","-","-","-","bc"
"1153",37,26,"d","e","-","-","-","de"
"1154",37,9,"e","b","a","-","-","abe"
"1155",37,20,"b","d","e","a","-","abde"
"1156",37,10,"c","e","-","-","-","ce"
"1157",37,1,"a","b","d","-","-","abd"
"1158",37,29,"c","d","-","-","-","cd"
"1159",37,27,"d","b","e","-","-","bde"
"1160",37,17,"e","d","b","c","-","bcde"
"1161",37,25,"d","c","e","-","-","cde"
"1162",37,5,"c","b","d","a","-","abcd"
"1163",37,22,"c","e","d","b","-","bcde"
"1164",37,14,"a","e","b","-","-","abe"
"1165",37,32,"e","a","-","-","-","ae"
"1166",37,24,"e","d","b","c","-","bcde"
"1167",37,31,"e","a","-","-","-","ae"
"1168",37,16,"d","b","c","a","-","abcd"
"1169",37,12,"c","a","e","d","-","acde"
"1170",37,8,"e","b","a","c","-","abce"
"1171",37,7,"a","b","c","d","-","abcd"
"1172",37,11,"c","d","-","-","-","cd"
"1173",37,23,"c","d","-","-","-","cd"
"1174",37,4,"a","e","c","d","-","acde"
"1175",37,18,"d","e","b","-","-","bde"
"1176",37,6,"b","e","-","-","-","be"
"1177",37,21,"b","a","-","-","-","ab"
"1178",37,2,"e","a","d","b","-","abde"
"1179",37,28,"b","a","c","-","-","abc"
"1180",37,13,"b","c","d","e","-","bcde"
"1181",37,30,"b","e","-","-","-","be"
"1182",37,3,"e","b","-","-","-","be"
"1183",37,15,"b","c","e","-","-","bce"
"1184",37,19,"d","a","c","-","-","acd"
"1185",38,20,"b","c","e","a","-","abce"
"1186",38,32,"e","b","-","-","-","be"
"1187",38,18,"a","e","b","-","-","abe"
"1188",38,29,"a","e","-","-","-","ae"
"1189",38,22,"d","e","a","c","-","acde"
"1190",38,7,"c","b","a","-","-","abc"
"1191",38,21,"d","e","-","-","-","de"
"1192",38,25,"e","b","-","-","-","be"
"1193",38,11,"d","b","a","-","-","abd"
"1194",38,8,"b","d","-","-","-","bd"
"1195",38,10,"e","b","-","-","-","be"
"1196",38,1,"c","a","-","-","-","ac"
"1197",38,19,"b","e","-","-","-","be"
"1198",38,31,"c","e","b","d","-","bcde"
"1199",38,4,"b","e","d","-","-","bde"
"1200",38,6,"d","b","e","a","-","abde"
"1201",38,3,"a","e","d","b","-","abde"
